,genre_ids,id,language,title,overview,popularity,release_date,vote_average,vote_count,release_month,release_year,genre
8729,[35],1256223,it,Dove osano le cicogne,"The film tells the story of a couple who, desperately looking for a child, go to Spain to place themselves in the hands of a clinic specializing in assisted reproduction. Their plans will be turned upside down by meeting a seemingly perfect young girl who will offer to carry on the pregnancy for them.",3.7952,2025-01-01,6.184,38,January,2025,Comedy
8730,"[14, 28, 35]",1013860,en,R.I.P.D. 2: Rise of the Damned,"When Sheriff Roy Pulsipher finds himself in the afterlife, he joins a special police force and returns to Earth to save humanity from the undead.",3.764,2022-11-15,6.326,619,November,2022,Action+Comedy+Fantasy
8731,"[10749, 35, 18]",503417,en,She Came to Me,"Composer Steven Lauddem is plagued by a creative block which leaves him unable to finish the score for his big comeback opera. When his former therapist-turned-wife Patricia suggests he rekindle his creativity by getting lost in the city, Steven sets out in search of inspiration. His epiphany comes after he meets a spirited woman named Katrina and discovers his life has much more potential than he bargained for, or ever could have imagined.",3.3902,2023-10-06,6.179,117,October,2023,Comedy+Drama+Romance
8734,[28],18550,en,Fled,"During a routine prison work detail, convict Piper is chained to Dodge, a cyberhacker, when gunfire breaks out. Apparently, the attack is related to stolen money that the Mafia is after, and some computer files that somebody wants desperately to bury. The pair, who don't exactly enjoy each other's company, escape and must work together if they are to reach Atlanta alive. Luckily, they meet a woman who may be willing to help them.",3.7439,1996-07-19,5.577,226,July,1996,Action
8736,[35],41130,en,2Everything2Terrible2: Tokyo Drift,"The team of smart-talkin' toddlers known as Everything Is Terrible! have once again emerged from their VHS cocoons to conjure a jam on culture so culture-jamtastic that we're sorry we can't be there to hold your hand as you watch in dazed amazement. Thousands of hours of brain-boiling footage have been concentrated into an impenetrable jewel of an experience, teach us once and for all that loving well is the best revenge.",4.0938,2010-08-03,6.375,16,August,2010,Comedy
8737,"[35, 18]",352501,en,All Nighter,"When a globe-trotting, workaholic father trying to visit his daughter on a last minute layover in Los Angeles discovers that she’s disappeared, he forces her awkward, nervous ex-boyfriend, still nursing a broken heart, to help him find her over the course of one increasingly crazy night.",3.7638,2017-03-10,5.7,225,March,2017,Comedy+Drama
8738,"[10749, 18, 35]",339274,hi,तमाशा,"Meeting while on vacation, Ved and Tara sense a connection but vow to keep their real identities a secret. Years later, their paths cross again.",3.0639,2015-11-27,6.786,152,November,2015,Comedy+Drama+Romance
8739,"[16, 10751, 35, 9648, 878]",20410,en,Scooby-Doo and the Alien Invaders,"A cosmic case of flying saucers, intergalactic intrigue and out-of-this-world romance launches Scooby-Doo! and the Mystery Inc., Gang into their most unearthly adventure ever.",4.083,2000-10-03,7.1,371,October,2000,Animation+Comedy+Family+Mystery+Science Fiction
8741,"[28, 80, 53]",1126128,id,13 Bom di Jakarta,An organization races against time to uncover the mastermind behind the placement of 13 bombs in Jakarta before the city falls into chaos.,3.5427,2023-12-28,7.091,22,December,2023,Action+Crime+Thriller
8742,[99],999621,en,BRATS,"In the 1980s, Andrew McCarthy was part of a young generation of actors who were set to take over Hollywood after a string of successful teen movies. However, when the New York magazine cover story in 1985 dubs them the Brat Pack, stars in the making suddenly find themselves losing control over the trajectory of their careers. Now, almost forty years later, McCarthy looks to reconnect with peers and co-stars so that together they can reflect on their respective legacies.",4.1313,2024-06-07,6.011,47,June,2024,Documentary
8743,"[28, 35, 10749, 53, 18]",31633,en,The Marrying Man,"Charley Pearl, wealthy heir and gadabout, is slated to marry Adele, the daughter of a Hollywood tycoon. But, during a wild bachelor party in Las Vegas, Charley strikes up a flirtation with nightclub crooner Vicki Anderson that soon leads to her bedroom. When the couple are discovered by Vicki's beau, infamous gangster Bugsy Siegel, he makes a surprising pronouncement -- they'd better marry, or Charley is a dead man.",3.7517,1991-04-05,5.6,116,April,1991,Action+Comedy+Drama+Romance+Thriller
8744,"[28, 12, 36, 18]",875104,zh,叶问宗师觉醒,"When a young Master Ip stops a kidnapping, he ignites a turf war with a ruthless human-trafficking ring. In retaliation, the gang kidnaps one of Ip Man's close friends, forcing him to face the group's brutal boxing champion head-on.",3.7488,2021-09-16,6.87,158,September,2021,Action+Adventure+Drama+History
8745,"[80, 53, 28]",71138,ja,女囚７０１号さそり,"After being cruelly set up and deceived by Sugimi, a detective in cohorts with the mob with whom she was whole-heartedly in love, Matsushima’s desire for revenge knows no bounds.",3.4956,1972-08-25,7.041,157,August,1972,Action+Crime+Thriller
8746,"[18, 35]",310121,en,I'll See You in My Dreams,"A sudden loss disrupts Carol’s orderly life, propelling her into the dating world for the first time in 20 years. Finally living in the present tense, she finds herself swept up in not one, but two unexpected relationships that challenge her assumptions about what it means to grow old.",4.0138,2015-05-15,6.291,165,May,2015,Comedy+Drama
8747,"[18, 10749, 35]",9499,en,Le Divorce,"While visiting her sister in Paris, a young woman finds romance and learns her brother-in-law is a philanderer.",3.7957,2003-08-08,4.987,151,August,2003,Comedy+Drama+Romance
8748,"[16, 10751, 878, 12, 35]",732670,en,LEGO Star Wars Holiday Special,"As her friends prep for a Life Day holiday celebration, Rey journeys with BB-8 on a quest to gain a deeper knowledge of the Force at a mysterious Jedi Temple. There, she embarks on a cross-timeline adventure through beloved moments in Star Wars history, coming into contact with iconic heroes and villains from all eras of the saga. But will she make it back in time for the Life Day feast?",3.5575,2020-11-17,6.555,336,November,2020,Adventure+Animation+Comedy+Family+Science Fiction
8749,[35],19213,en,Pledge This!,"At popular South Beach University, filthy rich super-snob Victoria English is the absolute queen of leading Greek student club, Sigma Sigma. In order to achieve her crowning ambition, winning FHM Magazine's annual best sorority, she must recruit atypical 'Sigmies' to fulfill the diversity criteria. Ambitious sycophant pledge Kristen Haas helps her attract 'losers' (too poor, ugly, unfashionable), who are cruelly put through excruciating hazing, without intent to actually enroll them. Gloria, the brightest and most assertive pledge, wins the heart of Derek 'baby Dick', Victoria's ideal, yet constantly abused boyfriend, whose bitch-addiction is cured by this alternative lover. Together they lead the revolt of the not-even-nerds.",3.8067,2007-02-08,2.8,112,February,2007,Comedy
8750,"[16, 878, 28, 18]",1146972,ja,機動戦士ガンダムSEED FREEDOM,"In C.E.75, the fighting still continues. There are independence movements, and aggression by Blue Cosmos... In order to calm the situation, a global peace monitoring agency called COMPASS is established, with Lacus as its first president. As members of COMPASS, Kira and his comrades intervene into various regional battles. Then a newly established nation called Foundation proposes a joint operation against a Blue Cosmos stronghold.",3.8002,2024-01-26,6.742,64,January,2024,Action+Animation+Drama+Science Fiction
8751,[18],1122618,en,Good One,"On a weekend backpacking trip in the Catskills, 17-year-old Sam contends with the competing egos of her father and his oldest friend.",3.0417,2024-08-09,6.3,30,August,2024,Drama
8752,"[53, 80, 28]",11808,en,U.S. Marshals,"U.S. Marshal Sam Gerard is accompanying a plane load of convicts from Chicago to New York. The plane crashes spectacularly, and Mark Sheridan escapes. But when Diplomatic Security Agent John Royce is assigned to help Gerard recapture Sheridan, it becomes clear that Sheridan is more than just another murderer.",3.8462,1998-03-06,6.521,1643,March,1998,Action+Crime+Thriller
8753,"[10751, 16, 14, 12, 18, 9648, 878]",11704,en,The Secret of NIMH,"A widowed field mouse must move her family -- including an ailing son -- to escape a farmer's plow. Aided by a crow and a pack of superintelligent, escaped lab rats, the brave mother struggles to transplant her home to firmer ground.",3.1123,1982-06-17,7.442,853,June,1982,Adventure+Animation+Drama+Family+Fantasy+Mystery+Science Fiction
8755,"[28, 80, 18]",254473,en,Brick Mansions,"In a dystopian Detroit, grand houses that once housed the wealthy are now homes of the city's most-dangerous criminals. Surrounding the area is a giant wall to keep the rest of Detroit safe. For undercover cop Damien Collier, every day is a battle against corruption as he struggles to bring his father's killer, Tremaine, to justice. Meanwhile, Damien and an ex-con named Lino work together to save the city from a plot to destroy it.",2.94,2014-04-22,5.889,1529,April,2014,Action+Crime+Drama
8756,"[28, 35]",22434,en,If Looks Could Kill,"Michael Corben, along with the rest of his high-school French class, sets out for a trip to France when he is mistaken for an agent of the same name. He is beseiged by both the good guys and the bad guys. British Intelligence outfits him with a series of James-Bond-like gizmos, and Steranko sends more would-be assassins after him. Can Michael stop the evil Steranko's plans for European domination?",4.3613,1991-03-15,6.165,164,March,1991,Action+Comedy
8758,"[27, 53, 80]",11380,en,Bones,"Over 20 years after his death, local legend and benefactor Jimmy Bones returns as a ghost to get revenge on those who killed him and restore his neighborhood.",3.7454,2001-10-24,4.761,155,October,2001,Crime+Horror+Thriller
8759,"[14, 12, 10751, 28]",266647,en,Pan,"Living a bleak existence at a London orphanage, 12-year-old Peter finds himself whisked away to the fantastical world of Neverland. Adventure awaits as he meets new friend James Hook and the warrior Tiger Lily. They must band together to save Neverland from the ruthless pirate Blackbeard. Along the way, the rebellious and mischievous boy discovers his true destiny, becoming the hero forever known as Peter Pan.",3.3149,2015-09-24,5.962,2742,September,2015,Action+Adventure+Family+Fantasy
8760,[18],337844,en,In Dubious Battle,"In the California apple country, 900 migratory workers rise 'in dubious battle' against the landowners. The group takes on a life of its own—stronger than its individual members, and more frightening. Led by the doomed Jim Nolan, the strike is founded on his tragic idealism—'courage, never submit, or yield'.",3.5245,2016-10-08,5.9,149,October,2016,Drama
8761,"[28, 16, 80, 878]",196750,ja,攻殻機動隊ARISE border: 1 Ghost Pain,"The story is set in 2027, one year after the end of the fourth non-nuclear war. New Port City is still reeling from the war's aftermath when it suffers a bombing caused by a self-propelled mine. Then, a military member implicated in arms-dealing bribes is gunned down.  During the investigation, Public Security Section's Daisuke Aramaki encounters Motoko Kusanagi, the cyborg, wizard-level hacker assigned to the military's 501st Secret Unit. Batou, a man with the ""eye that does not sleep,"" suspects that Kusanagi is the one behind the bombing. The Niihama Prefectural Police detective Togusa is pursuing his own dual cases of the shooting death and a prostitute's murder. Motoko herself is being watched by the 501st Secret Unit's head Kurutsu and cyborg agents.",4.1511,2013-06-22,7.1,208,June,2013,Action+Animation+Crime+Science Fiction
8762,[18],9393,de,Napola - Elite für den Führer,"In 1942, Friedrich Weimer's boxing skills get him an appointment to a National Political Academy (NaPolA) – high schools that produce Nazi elite. Over his father's objections, Friedrich enrolls. During his year in seventh column,Friedrich encounters hazing, cruelty, death, and the Nazi code. His friendship with Albrecht, the ascetic son of the area's governor, is central to this education.",3.6565,2004-07-04,7.024,332,July,2004,Drama
8763,[35],3586,en,Prêt-à-Porter,"During Paris Fashion Week, models, designers and industry hot shots gather to work, mingle, argue and try to seduce one another.",4.4315,1994-12-23,5.2,220,December,1994,Comedy
8764,"[10402, 35, 18]",1180629,ga,Kneecap,"When fate brings Belfast teacher JJ into the orbit of self-confessed ""low life scum"" Naoise and Liam Óg, the needle drops on a hip-hop act like no other. Rapping in their native Irish, they lead a movement to save their mother tongue.",3.7315,2024-08-02,7.175,134,August,2024,Comedy+Drama+Music
8765,"[35, 10749]",32872,en,'Til There Was You,"Two strangers, whose paths are always crossing, finally meet when fate steps in. It took them twenty years to fall in love at first sight.",3.9364,1997-05-30,3.9,34,May,1997,Comedy+Romance
8766,[18],886,en,The Cincinnati Kid,An up-and-coming poker player tries to prove himself in a high-stakes match against a long-time master of the game.,4.0377,1965-10-15,6.979,284,October,1965,Drama
8769,"[18, 10749]",2731,fr,Indochine,"Set in colonial French Indochina during the 1930s to 1950s, this is the story of Éliane Devries, a French plantation owner, and of her adopted Vietnamese daughter, Camille, set against the backdrop of the rising Vietnamese nationalist movement.",3.3132,1992-04-15,7.048,221,April,1992,Drama+Romance
8770,"[53, 28, 10749, 878, 12]",10003,en,The Saint,"Simon Templar (The Saint), is a thief for hire, whose latest job to steal the secret process for cold fusion puts him at odds with a traitor bent on toppling the Russian government, as well as the woman who holds its secret.",3.155,1997-04-03,6.101,1139,April,1997,Action+Adventure+Romance+Science Fiction+Thriller
8771,"[14, 27]",312831,en,The Hallow,"Deep within the darkness of secluded forest land in rural Ireland dwells an ancient evil. Feared by the nearby superstitious villagers as cursed creatures who prey upon the lost, their secrets have been kept from civilization and remain on their hallowed ground. But when a conservationist from London moves in with his wife and infant child in order to survey the land for future construction, his actions unwittingly disturb the horde of demonic forces. Alone in a remote wilderness, he must now ensure his family's survival from their relentless attacks.",3.3622,2015-11-06,5.702,635,November,2015,Fantasy+Horror
8772,[35],88042,en,Parental Guidance,Artie and Diane agree to look after their three grandkids when their type-A helicopter parents need to leave town for work. Problems arise when the kids' 21st-century behavior collides with Artie and Diane's old-school methods.,3.7253,2012-12-25,5.982,463,December,2012,Comedy
8773,"[53, 9648]",8740,nl,Spoorloos,"Rex and Saskia, a young couple in love, are on vacation. They stop at a busy service station and Saskia is abducted. After three years and no sign of Saskia, Rex begins receiving letters from the abductor.",2.7827,1988-10-27,7.47,674,October,1988,Mystery+Thriller
8774,"[28, 12, 16]",155765,ja,幻想魔伝 最遊記 Requiem 選ばれざる者への鎮魂歌,"The Sanzo party has always been haunted by the past. And they've always been able to deal with their ghosts. But when they enter the House Of Dougan, they may have met their match. Lured to the mysterious shrine by a beautiful girl, Sanzo, Goku, Gojyo, and Hakkai become ensnared in a trap of dangerous shikigami, murderous doppelgangers, and a malevolent monster who has destroyed his own soul for a demented purpose. Don't miss this stunningly animated full-length motion picture, starring the coolest cast of demon hunters in the history of anime!",4.24,2001-08-18,5.5,5,August,2001,Action+Adventure+Animation
8775,[18],450356,en,Hollywood She-Wolves,An expose of the seedy side of Hollywood.,5.6104,1976-06-01,0.0,0,June,1976,Drama
8776,[18],48620,en,The Mighty Macs,"In the early 70s, Cathy Rush becomes the head basketball coach at a tiny, all-girls Catholic college. Though her team has no gym and no uniforms -- and the school itself is in danger of being sold -- Coach Rush looks to steer her girls to their first national championship.",3.6966,2011-10-21,5.3,41,October,2011,Drama
8777,"[99, 10770]",863037,en,Biography: Shawn Michaels,"Chronicles the wild life of one of WWE's greatest performers and most enduring villains. After drug addiction nearly cost him his life, Shawn Michaels, aka ""The Heartbreak Kid,"" made one of the most improbable late-career comebacks in WWE history. He was inducted into the WWE Hall of Fame in 2011.",3.7304,2021-05-16,8.0,2,May,2021,Documentary+TV Movie
8778,"[10751, 14, 10402, 10749, 16]",1028851,en,Beauty and the Beast: A 30th Celebration,"In honor of the 30th anniversary of the animated classic, this animated and live-action blended special showcases the fan-favorite movie, along with new musical performances, sets and costumes inspired by the classic story.",3.3715,2022-12-15,6.7,36,December,2022,Animation+Family+Fantasy+Music+Romance
8780,"[16, 10749, 14]",40728,ja,劇場版 AIR,"A long time ago, a winged maiden was held prisoner in a castle - cursed never to experience love, lest she die. Centuries later, in a sleepy coastal town, a young girl relives this agony.",3.6946,2005-02-05,5.9,25,February,2005,Animation+Fantasy+Romance
8781,"[35, 18]",36939,en,Boogie Woogie,"In London's contemporary art world, everyone has a hustle. Art Spindle runs a high-end gallery: he hopes to flip a Mondrian for millions. One of his assistants, Beth, is sleeping with Art's most acquisitive client, Bob Macclestone. Beth wants Bob to set her up in her own gallery, so she helps him go behind Art's back for the Mondrian. Bob's wife, Jean, sets her eye on a young conceptual artist, Jo, who lusts after Art's newest assistant, Paige. Meanwhile, self-absorbed videographer Elaine is chewing her way through friends and lovers looking to make it: if she'll throw Dewey, her agent, under the bus, Beth may give her a show. And the Mondrian? No honor among thieves.",3.6944,2009-06-26,5.042,95,June,2009,Comedy+Drama
8782,"[35, 10402]",63574,en,Joyful Noise,"G.G. Sparrow faces off with her choir's newly appointed director, Vi Rose Hill, over the group's direction as they head into a national competition.",3.6941,2012-01-13,6.5,157,January,2012,Comedy+Music
8783,"[16, 14, 28]",45279,ja,幽☆遊☆白書 『冥界死闘篇・炎の絆』,"When the Spirit World is flooded due to an unusual rainfall which overflows the River Sanzu (aka the River Styx), Lord Koenma senses an extremely powerful enemy. He entrusts Death God Botan, to deliver to Spirit Detective Yusuke, a mysterious item which must be protected from the invading enemy. However, by the time Botan finds Yusuke, she's too weak to explain the situation. Yusuke and his friends are left in the dark about the new enemy, but not for long. Soon it is a battle for Earth between mere Spirit Detectives and the almighty king of the Netherworld.",3.694,1994-04-09,7.6,57,April,1994,Action+Animation+Fantasy
8785,"[99, 35]",41156,en,I Am Comic,"Through unprecedented backstage access and candid interviews, the film weaves through the absurd world of the working comedian and reveals a crazy and hilarious psychological profile of its practitioners. We also follow retired comic Ritch Shydner's attempt to climb back on stage after a thirteen-year hiatus. At the top of his game in the 1980's, Shydner had HBO specials, shot five pilot TV shows, and numerous late night appearances (Carson, Letterman, Leno, etc.) but the big time eluded him. Equipped with the collective wisdom and nutty musings of over 80 of his peers, he gives it another shot. Does Ritch have what it takes to connect with today's young crowds and still get the laughs?",3.6937,2010-01-10,6.3,17,January,2010,Comedy+Documentary
8787,"[16, 10770, 28, 35, 80]",53894,ja,ルパン三世 トワイライト☆ジェミニの秘密,"As Lupin's mentor Don Dolune lies on his deathbed, he hands the master thief a gift, the diamond named Twilight. Though it's only half the treasure — the other half of the Twilight can be found in Morocco. Lupin must contend with his on-again-off-again-partner Fujiko, his feelings for the mysterious Lara, and the relentless whip-wielding maniac Sadachiyo in order to bring Twilight back to its full glory.",3.6931,1996-08-02,6.5,45,August,1996,Action+Animation+Comedy+Crime+TV Movie
8788,"[80, 53, 14, 28]",8285,en,The Spirit,"A Rookie cop named Denny Colt returns from the beyond as The Spirit, a hero whose mission is to fight against the bad forces from the shadows of Central City.  The Octopus, who kills anyone unfortunate enough to see his face, has other plans; he is going to wipe out the entire city.",3.6928,2008-12-25,4.8,995,December,2008,Action+Crime+Fantasy+Thriller
8791,"[35, 18, 10749]",4475,en,The Private Lives of Pippa Lee,"After her much older husband forces a move to a suburban retirement community, Pippa Lee engages in a period of reflection and finds herself heading toward a quiet nervous breakdown.",3.6919,2009-07-07,5.925,212,July,2009,Comedy+Drama+Romance
8793,"[80, 18]",8438,en,Murder in the First,"A young, inexperienced public defender is assigned to defend an inmate accused of committing murder while behind bars.",3.6918,1995-01-20,7.2,571,January,1995,Crime+Drama
8795,"[35, 10749]",25560,en,The Taming of the Shrew,"Italy, 16th century. Petruchio, a choleric, lying and poor rural landowner from Verona, arrives in Padua in search of fortune and a wife, while Baptista, a wealthy merchant, announces that he will not allow Bianca, his youngest daughter, to marry until the temperamental and unruly Katherina, his eldest daughter, does.",3.6914,1967-03-08,6.919,172,March,1967,Comedy+Romance
8799,"[28, 12, 35]",10204,en,Around the World in 80 Days,"A bet pits a British inventor, a Chinese thief and a French artist on a worldwide adventure that they can circle the globe in 80 days.",3.6906,2004-06-16,5.9,2551,June,2004,Action+Adventure+Comedy
8800,[18],328869,en,Meadowland,"In the hazy aftermath of an unimaginable loss, Sarah and Phil come unhinged, recklessly ignoring the repercussions.  Phil starts to lose sight of his morals as Sarah puts herself in increasingly dangerous situations, falling deeper into her own fever dream.",3.6714,2015-10-16,5.779,111,October,2015,Drama
8802,"[28, 12, 16, 878, 18]",65291,en,Green Lantern: Emerald Knights,"As the home planet of the Green Lantern Corps faces a battle with an ancient enemy, Hal Jordan prepares new recruit Arisia for the coming conflict by relating stories of the first Green Lantern and several of Hal's comrades.",3.6711,2011-04-09,6.6,508,April,2011,Action+Adventure+Animation+Drama+Science Fiction
8803,"[53, 18]",1128655,en,The Surfer,"A man returns to the idyllic beach of his childhood to surf with his son. But his desire to hit the waves is thwarted by a group of locals whose mantra is ""don't live here, don't surf here."" Humiliated and angry, the man is drawn into a conflict that keeps rising in concert with the punishing heat of the summer and pushes him to his breaking point.",3.671,2025-04-03,7.5,2,April,2025,Drama+Thriller
8804,"[18, 35]",389015,en,"I, Tonya","Competitive ice skater Tonya Harding rises amongst the ranks at the U.S. Figure Skating Championships, but her future in the sport is thrown into doubt when her ex-husband intervenes.",3.671,2017-12-08,7.483,5897,December,2017,Comedy+Drama
8808,"[35, 27]",246403,en,Tusk,"When his best friend and podcast co-host goes missing in the backwoods of Canada, a young guy joins forces with his friend's girlfriend to search for him.",3.6705,2014-09-19,5.5,1443,September,2014,Comedy+Horror
8810,"[12, 35, 37]",30114,en,Wagons East!,"After the 1860s Wild West, a group of misfit settlers - including ex-doctor Phil Taylor, prostitute Belle, and homosexual bookseller Julian - decide they cannot live in their current situation in the west. They hire a grizzled alcoholic wagon master by the name of James Harlow to take them on a journey back to their hometowns in the East.",3.6702,1994-08-16,4.876,97,August,1994,Adventure+Comedy+Western
8811,"[878, 80]",5677,en,Trancers,"Angel City trooper Jack Deth is sent back in time from 2247 to 1985 L.A. to inhabit the body of his ancestor. Deth's assignment is to find his archenemy, Whistler, who turns people into zombies, before the fiend is able to kill all the ancestors of the future's governing council.",3.6702,1984-11-07,5.8,203,November,1984,Crime+Science Fiction
8813,"[12, 28, 35, 37]",18450,it,Zorro,"A newly arrived governor finds his province under the control of the corrupt Colonel Huerta. To avoid assassination by Huerta, he pretends to be weak and indecisive so Huerta will believe he poses no threat. But secretly he masquerades as Zorro, and joins the monk Francisco and the beautiful aristocrat Hortensia in their fight for justice against Huerta and his soldiers.",3.6701,1975-03-06,6.592,155,March,1975,Action+Adventure+Comedy+Western
8814,"[28, 35]",199420,en,Pawn Shop Chronicles,"The stories of a missing wife, a couple of meth heads and an Elvis impersonator are connected by the items found in a small town's pawn shop.",3.6692,2013-07-12,5.751,235,July,2013,Action+Comedy
8815,"[28, 80, 53]",26196,en,Cleopatra Jones,"After federal agent Cleopatra Jones orders the burning of a Turkish poppy field, the notorious drug lord Mommy vows to destroy her.",3.6691,1973-07-13,5.8,70,July,1973,Action+Crime+Thriller
8817,"[18, 35]",123455,en,The Florentine,"A slice-of-life story unfolds inside The Florentine, a bar in a Pennsylvania steel town whose brightest days are behind it, leaving behind many of life's disillusioned ""losers."" Its owner, Whitey, is deep in debt to the town's loan shark, Joe McCollough, and desperate for a path forward which won't cost him the bar. His sister, Molly, is days away from her long-awaited nuptials, and then her former fiancé, Teddy, shows up in town for the first time since leaving her at the altar years before. Ne'er-do-well Billy Belasco runs a con on Frankie to steal the money for the wedding caterer, while long-time regular Bobby becomes a patron-cum-inhabitant as he hides from his fast-crumbling marriage to Vikki. Every plot in this multi-layered story seems to be at its nadir just as a pair of unlikely heroes emerge out of the backdrop to turn everything around.",3.668,1999-04-19,5.2,10,April,1999,Comedy+Drama
8818,"[18, 10749]",29963,en,Bright Star,"In 1818, high-spirited young Fanny Brawne finds herself increasingly intrigued by the handsome but aloof poet John Keats, who lives next door to her family friends the Dilkes. After reading a book of his poetry, she finds herself even more drawn to the taciturn Keats. Although he agrees to teach her about poetry, Keats cannot act on his reciprocated feelings for Fanny, since as a struggling poet he has no money to support a wife.",3.668,2009-09-18,6.593,455,September,2009,Drama+Romance
8819,[35],26710,en,My Baby's Daddy,A trio of young men are forced to grow up quick when their girlfriends all become pregnant around the same time.,3.6678,2004-01-09,4.7,55,January,2004,Comedy
8820,"[35, 18, 9648]",720755,en,The Kid Detective,"A once-celebrated kid detective, now 31, continues to solve the same trivial mysteries between hangovers and bouts of self-pity. Until a naive client brings him his first 'adult' case, to find out who brutally murdered her boyfriend.",3.8764,2020-10-16,6.619,426,October,2020,Comedy+Drama+Mystery
8821,"[18, 14]",586353,ru,Мастер и Маргарита,"Moscow, 1930s. A prominent writer's works are suddenly censored by the Soviet state and the premiere of his theatrical play about Pontius Pilate is canceled. He's kicked out of the Soviet Writer's Union, and quickly turns into an outcast with no means to survive.  Inspired by Margarita - his lover, he begins working on a new novel in which all the characters are satirically reinterpreted from his life. The novel's central character is Woland - a mystical dark force who visits Moscow to revenge all those who caused the writer's downfall.  As the Master sinks himself deeper and deeper into his novel, adding himself and Margarita as characters, he gradually stops noticing as the border between reality and his imagination fades away.",3.3716,2024-01-25,6.985,67,January,2024,Drama+Fantasy
8822,"[10751, 12, 35, 878, 10770]",34766,en,Zenon: Girl of the 21st Century,"Zenon Kar, a 13-year-old girl who lives on a space station in the year 2049, gets into some trouble and is banished to Earth. With help from some Earth friends she must find her way back.",3.495,1999-01-23,6.1,180,January,1999,Adventure+Comedy+Family+Science Fiction+TV Movie
8826,"[12, 35, 18]",17379,en,Last Holiday,"The discovery that she has a terminal illness prompts introverted department store saleswoman Georgia Byrd to reflect on what she realizes has been an overly cautious life. With weeks to live, she withdraws her life savings, sells all her possessions and jets off to Europe where she lives it up at a posh hotel. Upbeat and passionate, Georgia charms everybody she meets, including renowned Chef Didier. The only one missing from her new life is her longtime crush Sean Matthews.",3.5534,2006-01-13,7.2,781,January,2006,Adventure+Comedy+Drama
8827,"[18, 80, 10770]",336845,en,Cleveland Abduction,"A single mother becomes Ariel Castro's first kidnapping victim, and finds herself trapped in his home with two other women for 11 years.",3.8752,2015-05-02,7.216,395,May,2015,Crime+Drama+TV Movie
8828,"[18, 27, 53]",10320,en,The Ring Two,"After the ordeal with Samara, Rachel and Aiden move to a rural town. But soon Rachel learns about the death of a girl in a similar fashion. To save Aiden, she must dig into Samara's past even further.",3.6287,2005-03-10,5.744,2308,March,2005,Drama+Horror+Thriller
8829,"[16, 35, 878, 10770]",7249,en,Futurama: Bender's Big Score,"The Planet Express crew return from cancellation, only to be robbed blind by hideous ""sprunging"" scam artists.  Things go from bad to worse when the scammers hack Bender, start traveling through time, and take Earth over entirely!  Will the crew be able to save the day, or will Bender's larcenous tendencies and their general incompetence doom them all?",3.8775,2007-11-27,7.355,700,November,2007,Animation+Comedy+Science Fiction+TV Movie
8830,"[35, 80, 18]",15314,en,Mini's First Time,"Desperate to be free from her drunken, unloving mother Diane, the beautiful, scheming young Mini seduces her stepfather Martin and soon convinces him to join her in a sadistic scheme to have Diane declared insane. But their conspiracy soon escalates to murder and when John Garson, a young detective starts investigating, Martin and Mini begin to turn on each other.",3.9002,2006-07-14,5.606,122,July,2006,Comedy+Crime+Drama
8832,[53],990691,da,Kærlighed for voksne,The thin line between love and hate turns deadly when a wife discovers her husband’s affair — and they both take extreme measures to get what they want.,2.9843,2022-08-26,6.23,315,August,2022,Thriller
8833,"[28, 12, 878]",264572,ja,獣電戦隊キョウリュウジャーVSゴーバスターズ 恐竜大決戦！さらば永遠の友よ,"Both TyrannoRanger and AbaRed are attacking the Kyoryugers because of mind control by Space War God Boldos.  Boldos uses the feelings of revenge from enemies defeated by heroes who uses the power of dinosaurs, creating Neo-Grifforzer and Neo-Geildon, clones of past enemies as well as Enter and Escape,enemies of the Go-Busters. Villains spanning generations are united into a single evil force.  The Kyoryugers, who are fighting an unseen evil, meet with the Go-Busters, and the ""Greatest Trap ever seen on Earth"" is sprung. What rises up against the true dinosaurs, and the death of your best friends? Now, the Kyoryugers must try and use the ""True Brave"".",3.6547,2014-01-18,6.1,6,January,2014,Action+Adventure+Science Fiction
8834,"[18, 80, 9648, 53]",869612,en,Master Gardener,"Narvel Roth is a meticulous horticulturist who is devoted to tending the grounds of a beautiful estate and pandering to his employer, the wealthy dowager Mrs. Haverhill. When she demands that he take on her wayward and troubled niece, it unlocks dark secrets from a buried violent past.",3.8477,2023-05-19,6.104,280,May,2023,Crime+Drama+Mystery+Thriller
8835,[28],255268,en,Bad Ass 2: Bad Asses,"Vietnam vet Frank Vega now runs an East L.A. community center where he trains young boxers to survive in and out of the ring. But when his prize student falls in with the wrong crowd and turns up dead, Frank teams up with his pal Bernie to take matters into their own fists and prove that justice never gets old.",3.984,2014-04-08,6.1,208,April,2014,Action
8836,"[16, 28, 878, 18]",267963,ja,宇宙戦艦ヤマト2199 星巡る方舟,"2199 AD. Yamato tried to leave behind the Large Magellanic Cloud galaxy, after receiving a ""Cosmo Reverse System"" at its destination, Iscandar. However, suddenly, it encounters a mysterious group at the edge of the Large Magellanic Cloud. The crew finds out that the group is called the ""Gatlantis,"" and that its leader is the Gutaba expeditionary force commander who calls himself ""Goran Dagaamu of Thunder."" The commander demands that Yamato be handed over to him. Yamato, wanting to hurry to Earth, escapes the fray. However, Yamato is attacked by a devastating beam weapon called the ""Flame Direct Attack Cannon"" that can transcend space.",4.4482,2014-12-06,7.6,14,December,2014,Action+Animation+Drama+Science Fiction
